#Version 1.11k  GetESR.S with method 2 (8us pulse)
#Nennw C_LCR   ESR_LCR |168-1 168-2 168-3|168a-4 168a-5 168a-6|168p-7 168p-8 168p-9|328-10 328-11 328-12|328p-13 328p-14 328p-15
# 100nF KERKO
100e-9 102.9e-9  1.22    1.7   1.4   1.6   1.6    1.6    1.6    1.7    1.7    1.6    1.5    1.5    1.6    1.6     1.6     1.6
# MKT 0.22uF           |                 |                    |                    |                    |
220e-9 214.3e-9  0.12    .33   .28   .34   .34    .35    .34    .39    .42    .36    .32    .31    .30    .38     .36     .37
#0.33uF 100V           |                 |                    |                    |                    |
330e-9 329.5e-9  1.34    1.4   1.3   1.4   1.4    1.4    1.4    1.4    1.4    1.4    1.4    1.3    1.4    1.4     1.4     1.4
#0.50uF 250V           |                 |                    |                    |                    |                    
500e-9 490.e-9   0.06    .09   .07   .10   .08    .10    .08    .12    .11    .08    .09    .07    .07    .11     .09     .08 
#0.50uF KERKO          |                 |                    |                    |                    |                    
500e-9 491.e-9   0.56    .45   .43   .45   .43    .43    .43    .48    .48    .43    .44    .42    .44    .47     .45     .44 
#MKS 0.68uF 250V       |                 |                    |                    |                    |                    
680e-9 618.e-9   0.28    .25   .24   .25   .22    .22    .22    .27    .26    .22    .24    .21    .21    .26     .23     .22 
#1.0uF gelb            |                 |                    |                    |                    |                    
1.0e-6 842.e-9   0.02    .02   .02   .03   .01    .01    .01    .05    .05    .01    .02    .01    .01    .05     .03     .01
#1.0uF 160V            |                 |                    |                    |                    |                    
1.0e-6 955.e-9   0.55    .54   .54   .55   .52    .54    .52    .56    .56    .52    .55    .52    .53    .56     .54     .53 
#2.2uF Elko            |                 |                    |                    |                    |                    
2.2e-6 2.12e-6   4.79    4.3   5.1   5.1   5.0    5.0    5.1    5.1    5.0    4.9    5.1    5.1    5.1    5.1     5.1     4.8
#2.2uF                 |                 |                    |                    |                    |                    
2.2e-6 2.18e-6   0.07    .06   .07   .08   .05    .05    .04    .08    .08    .03    .07    .04    .05    .08     .05     .04 
#2x2.2uF               |                 |                    |                    |                    |                      
4.4e-6 4.19e-6   0.09    .07   .08   .08   .05    .06    .03    .08    .08    .04    .07    .05    .05    .08     .06     .04 
# Folie 100V           |                 |                    |                    |                    |                           
10e-6  9.91e-6   0.01    .01   .02   .02   .01    .01    .00    .02    .02    .00    .02    .00    .00    .03     .00     .00 
#Tantal                |                 |                    |                    |                    |                      
10e-6  11.7e-6   0.74    .69   .74   .74   .71    .72    .71    .71    .73    .69    .73    .71    .71    .73     .71     .69 
#Elko,350V             |                 |                    |                    |                    |                         
10e-6  9.37e-6   1.60    1.5   1.6   1.6   1.6    1.6    1.6    1.6    1.6    1.6    1.6    1.6    1.6    1.6     1.6     1.6 
#Elko, 25uF, 70V       |                 |                    |                    |                    |
25e-6  29.2e-6   1.15    1.1   1.2   1.2   1.2    1.2    1.2    1.2    1.2    1.1    1.2    1.1    1.2    1.2     1.2     1.2 
#Elko, 47uF, 25V       |                 |                    |                    |                    |                         
47e-6  44.9e-6   0.89    .74   .88   .90   .87    .87    .86    .87    .89    .84    .87    .86    .86    .90     .87     .85 
#Elko, Bipolar         |                 |                    |                    |                    |                             
68e-6  64.1e-6   0.04    .06   .06   .07   .06    .05    .03    .05    .07    .01    .05    .03    .04    .09     .03     .04 
#Elko 100uF seriell    |                 |                    |                    |                    |                                
50e-6  81.3e-6   0.51    .52   .54   .59   .56    .57    .51    .57    .54    .50    .53    .51    .52    .54     .51     .50 
#Elko 100uF 10V        |                 |                    |                    |                    |                                
100e-6 117e-6    0.59    .54   .58   .61   .59    .56    .56    .62    .59    .53    .57    .56    .56    .58     .56     .54 
#Elko einzeln          |                 |                    |                    |                    |                            
100e-6 161.5e-6  0.25    .26   .26   .28   .25    .25    .23    .27    .28    .23    .26    .24    .25    .27     .24     .24 
#Elko 150uF 50V        |                 |                    |                    |                    |                            
150e-6 136.5e-6  0.04    .06   .06   .07   .04    .05    .03    .03    .07    .02    .04    .03    .03    .06     .03     .03 
#elko 220uF 63V        |                 |                    |                    |                    |                        
220e-6 233.5e-6  0.06    .07   .07   .09   .05    .06    .05    .07    .08    .02    .06    .05    .05    .07     .05     .04 
#elko 330uF 50V        |                 |                    |                    |                    |                        
330e-6 312e-6    0.07    .09   .09   .10   .05    .07    .06    .08    .09    .05    .07    .06    .07    .09     .06     .05 
#elko 470uF 35V  1k    |                 |                    |                    |                    |                        
470e-6 437.e-6   0.10    .11   .13   .13   .09    .12    .10    .11    .13    .08    .12    .11    .12    .14     .09     .10 
#elko 500uF 3V   1k    |                 |                    |                    |                    |                       
500e-6 624.e-6   0.38    .26   .30   .30   .25    .25    .26    .27    .29    .25    .27    .29    .27    .29     .26     .24 
#elko 35V        1k    |                 |                    |                    |                    |                        
1e-3   961.9e-6  0.02    .05   .03   .06   .00    .03    .00    .01    .03    .00    .03    .01    .02    .04     .00     .00
#                         +     +     +     +      +      +      +      +      +      +      +      +      +       +       + 
