#Version 1.07k  GetESR.S with method 2
#Nennw C_LCR   ESR_LCR |168-1 168-2 168-3|168a-4 168a-5 168a-6|168p-7 168p-8 168p-9|328-10 328-11 328-12|328p-13 328p-14 328p-15
# MKT 0.22uF           |                 |                    |                    |                    |
220e-9 214.3e-9  0.77    .97   .90   .96   1.0    .95    1.0    1.0    1.1    1.0    1.0    1.0    1.0    1.0     1.1     1.0
#0.33uF 100V           |                 |                    |                    |                    |
330e-9 329.5e-9  1.34    1.3   1.3   1.4   1.4    1.3    1.3    1.4    1.4    1.4    1.4    1.3    1.3    1.3     1.4     1.4
#0.50uF 250V           |                 |                    |                    |                    |                    
500e-9 490.e-9   0.06    .00   .00   .00   .00    .00    .00    .00    .04    .00    .00    .00    .00    .00     .00     .00 
#0.50uF KERKO          |                 |                    |                    |                    |                    
500e-9 491.e-9   0.56    .90   .86   .92   .93    .87    .89    .92    .96    .92    .90    .91    .89    .91     .92     .91 
#MKS 0.68uF 250V       |                 |                    |                    |                    |                    
680e-9 618.e-9   0.28    .28   .26   .29   .32    .28    .26    .30    .35    .31    .27    .28    .29    .32     .31     .31 
#1.0uF gelb            |                 |                    |                    |                    |                    
1.0e-6 842.e-9   0.02    .00   .00   .00   .00    .00    .00    .00    .00    .00    .00    .00    .00    .00     .00     .00
#1.0uF 160V            |                 |                    |                    |                    |                    
1.0e-6 955.e-9   0.55    .54   .52   .56   .55    .51    .52    .55    .58    .55    .56    .55    .53    .56     .55     .54 
#2.2uF Elko            |                 |                    |                    |                    |                    
2.2e-6 2.12e-6   4.79    5.5   5.5   5.4   5.6    5.5    5.4    5.6    5.8    5.7    5.7    5.7    5.7    5.5     5.6     5.7
#2.2uF                 |                 |                    |                    |                    |                    
2.2e-6 2.18e-6   0.07    .08   .06   .09   .11    .04    .06    .11    .12    .06    .10    .09    .08    .09     .09     .08 
#2x2.2uF               |                 |                    |                    |                    |                      
4.4e-6 4.19e-6   0.09    .09   .08   .11   .12    .06    .07    .12    .13    .08    .11    .11    .11    .11     .09     .09 
# Folie 100V           |                 |                    |                    |                    |                           
10e-6  9.91e-6   0.01    .00   .00   .03   .03    .00    .00    .03    .04    .00    .04    .03    .01    .03     .02     .01 
#Tantal                |                 |                    |                    |                    |                      
10e-6  11.7e-6   0.74    .76   .77   .78   .74    .72    .74    .76    .80    .75    .78    .78    .75    .77     .77     .77 
#Elko,350V             |                 |                    |                    |                    |                         
10e-6  9.37e-6   1.60    1.6   1.6   1.6   1.6    1.5    1.6    1.6    1.7    1.6    1.7    1.7    1.7    1.6     1.6     1.6 
#Elko, 25uF, 70V       |                 |                    |                    |                    |
25e-6  29.2e-6   1.15    1.2   1.2   1.2   1.2    1.1    1.2    1.2    1.2    1.2    1.2    1.2    1.2    1.2     1.2     1.2 
#Elko, 47uF, 25V       |                 |                    |                    |                    |                         
47e-6  44.9e-6   0.89    .92   .92   .94   .92    .89    .90    .96    .97    .95    .97    .98    .94    .94     .94     .94 
#Elko, Bipolar         |                 |                    |                    |                    |                             
68e-6  64.1e-6   0.04    .05   .05   .07   .06    .00    .01    .04    .07    .06    .06    .05    .03    .05     .05     .05 
#Elko 100uF seriell    |                 |                    |                    |                    |                                  
50e-6  81.3e-6   0.51    .54   .54   .55   .53    .49    .51    .54    .57    .54    .56    .56    .54    .55     .54     .53 
#Elko 100uF 10V        |                 |                    |                    |                    |                                  
100e-6 117e-6    0.59    .60   .60   .61   .59    .56    .57    .62    .64    .62    .63    .62    .63    .61     .62     .61 
#Elko einzeln          |                 |                    |                    |                    |                            
100e-6 161.5e-6  0.25    .25   .26   .27   .26    .22    .23    .28    .28    .24    .28    .28    .26    .27     .26     .26 
#Elko 150uF 50V        |                 |                    |                    |                    |                            
150e-6 136.5e-6  0.04    .05   .05   .06   .07    .02    .02    .06    .05    .03    .06    .06    .04    .06     .05     .05 
#elko 220uF 63V        |                 |                    |                    |                    |                        
220e-6 233.5e-6  0.06    .07   .07   .07   .10    .02    .05    .07    .07    .05    .08    .08    .06    .07     .07     .06 
#elko 330uF 50V        |                 |                    |                    |                    |                        
330e-6 312e-6    0.07    .07   .08   .08   .08    .03    .05    .09    .08    .06    .09    .09    .07    .08     .08     .07 
#elko 470uF 35V  1k    |                 |                    |                    |                    |                        
470e-6 437.e-6   0.02    .02   .04   .03   .04    .00    .00    .03    .03    .01    .03    .03    .01    .04     .03     .02 
#elko 500uF 3V   1k    |                 |                    |                    |                    |                       
500e-6 624.e-6   0.38    .27   .27   .29   .29    .26    .24    .30    .29    .27    .30    .30    .29    .28     .30     .27 
#elko 35V        1k    |                 |                    |                    |                    |                        
1e-3   961.9e-6  0.02    .03   .02   .03   .03    .00    .00    .03    .01    .02    .03    .03    .00    .04     .02     .01
#                         +     +     +     +      +      +      +      +      +      +      +      +      +       +       + 
